date,product_name,quantity,unit_price,total_price
2023-05-17,Tape,53,1.59,84.27
2023-02-06,Eraser,46,3.93,180.78
2023-05-07,Markers,35,5.28,184.8
2023-04-12,Markers,8,1.67,13.36
2023-04-01,Stapler,65,9.82,638.3
2023-02-14,Pencil,36,6.2,223.2
2023-04-04,Scissors,70,4.93,345.1
2023-03-29,Tape,6,9.81,58.86
2023-02-03,Tape,32,5.46,174.72
2023-03-13,Pen,89,7.69,684.41
2023-02-18,Stapler,4,8.76,35.04
2023-01-08,Notebook,18,8.16,146.88
2023-05-31,Markers,97,4.73,458.81
2023-04-11,Eraser,72,5.52,397.44
2023-02-05,Pencil,1,2.34,2.34
2023-04-13,Stapler,58,4.11,238.38
2023-02-23,Stapler,20,4.21,84.2
2023-04-01,Pencil,81,4.86,393.66
2023-03-01,Ruler,15,7.63,114.45
2023-05-18,Notebook,75,9.33,699.75
2023-05-17,Pen,24,9.02,216.48
2023-01-18,Scissors,20,6.98,139.6
2023-03-23,Tape,20,6.24,124.8
2023-05-29,Pen,65,6.32,410.8
2023-01-26,Stapler,92,6.94,638.48
2023-03-01,Pen,40,6.3,252.0
2023-04-07,Stapler,95,5.52,524.4
2023-03-17,Tape,61,6.3,384.3
2023-04-23,Scissors,98,3.05,298.9
2023-04-21,Pencil,58,5.2,301.6
2023-05-29,Scissors,72,3.31,238.32
2023-04-18,Highlighter,24,7.0,168.0
2023-01-12,Eraser,68,1.66,112.88
2023-05-31,Calculator,51,5.61,286.11
2023-05-31,Calculator,60,3.46,207.6
2023-02-10,Markers,42,1.19,49.98
2023-04-14,Eraser,2,8.27,16.54
2023-05-11,Pencil,75,4.45,333.75
2023-05-13,Pencil,44,4.72,207.68
2023-03-10,Paper Clips,31,7.47,231.57
2023-04-24,Calculator,54,4.14,223.56
2023-05-14,Ruler,96,9.19,882.24
2023-01-30,Pen,34,2.85,96.9
2023-01-15,Pen,32,3.8,121.6
2023-02-23,Highlighter,63,5.08,320.04
2023-04-12,Pen,24,3.85,92.4
2023-05-05,Pen,43,6.25,268.75
2023-01-06,Pen,5,5.98,29.9
2023-04-30,Pen,47,3.66,172.02
2023-04-25,Calculator,54,8.28,447.12
2023-01-06,Markers,38,6.64,252.32
2023-02-25,Notebook,30,9.31,279.3
2023-02-16,Pen,2,6.36,12.72
2023-04-12,Highlighter,45,2.66,119.7
2023-03-10,Stapler,93,7.81,726.33
2023-03-12,Pen,86,1.37,117.82
2023-02-03,Ruler,97,4.71,456.87
2023-01-05,Tape,37,9.24,341.88
2023-01-11,Markers,8,6.17,49.36
2023-04-06,Stapler,81,5.92,479.52
2023-03-21,Pen,94,3.08,289.52
2023-02-21,Eraser,34,9.63,327.42
2023-04-05,Scissors,5,7.5,37.5
2023-04-21,Ruler,30,8.93,267.9
2023-03-05,Markers,18,3.59,64.62
2023-01-18,Pencil,77,9.75,750.75
2023-05-21,Highlighter,84,2.59,217.56
2023-02-10,Eraser,5,4.67,23.35
2023-04-28,Highlighter,56,5.53,309.68
2023-03-24,Ruler,32,6.48,207.36
2023-01-13,Tape,100,2.48,248.0
2023-03-09,Scissors,82,1.95,159.9
2023-02-21,Scissors,52,6.12,318.24
2023-04-16,Paper Clips,5,4.45,22.25
2023-03-25,Scissors,57,4.34,247.38
2023-01-07,Markers,61,1.95,118.95
2023-02-21,Tape,97,9.8,950.6
2023-02-20,Notebook,17,7.49,127.33
2023-03-12,Ruler,51,5.88,299.88
2023-02-26,Markers,79,7.48,590.92
2023-05-09,Eraser,66,4.03,265.98
2023-05-27,Pencil,47,8.73,410.31
2023-03-07,Pen,26,9.84,255.84
2023-01-29,Notebook,17,6.12,104.04
2023-02-22,Calculator,60,5.23,313.8
2023-02-03,Pencil,88,4.39,386.32
2023-01-08,Notebook,40,5.95,238.0
2023-02-17,Ruler,38,2.62,99.56
2023-02-21,Ruler,11,6.89,75.79
2023-02-10,Paper Clips,53,2.47,130.91
2023-02-09,Tape,95,2.16,205.2
2023-03-11,Ruler,64,3.73,238.72
2023-03-04,Highlighter,57,9.45,538.65
2023-02-14,Scissors,53,3.17,168.01
2023-01-11,Pen,80,6.09,487.2
2023-05-25,Pencil,82,8.05,660.1
2023-02-18,Highlighter,18,6.3,113.4
2023-02-04,Notebook,35,6.14,214.9
2023-03-08,Markers,92,1.08,99.36
2023-01-14,Eraser,72,5.54,398.88
2023-03-28,Highlighter,16,1.88,30.08
2023-03-17,Scissors,62,7.0,434.0
2023-05-15,Markers,9,3.25,29.25
2023-04-20,Eraser,34,6.12,208.08
2023-01-29,Scissors,89,3.47,308.83
2023-05-12,Pen,88,2.98,262.24
2023-02-26,Stapler,96,2.53,242.88
2023-02-13,Stapler,49,4.51,220.99
2023-04-04,Ruler,94,6.36,597.84
2023-03-29,Markers,39,4.54,177.06
2023-02-27,Tape,56,3.61,202.16
2023-03-10,Paper Clips,20,1.1,22.0
2023-04-27,Eraser,86,6.0,516.0
2023-05-24,Notebook,19,3.7,70.3
2023-05-09,Markers,6,8.41,50.46
2023-05-17,Tape,97,7.74,750.78
2023-04-16,Pencil,100,5.76,576.0
2023-05-28,Calculator,10,4.57,45.7
2023-03-02,Notebook,98,1.62,158.76
2023-01-27,Pen,49,8.02,392.98
2023-05-20,Ruler,33,7.96,262.68
2023-02-07,Pen,84,5.44,456.96
2023-03-14,Calculator,27,8.43,227.61
2023-03-24,Pencil,32,5.26,168.32
2023-02-08,Pen,64,2.49,159.36
2023-01-09,Calculator,46,8.17,375.82
2023-03-29,Notebook,61,2.01,122.61
2023-04-14,Pencil,63,2.78,175.14
2023-04-18,Paper Clips,73,5.15,375.95
2023-01-03,Ruler,79,6.72,530.88
2023-03-07,Pencil,82,1.33,109.06
2023-02-11,Eraser,64,1.06,67.84
2023-02-03,Markers,83,9.24,766.92
2023-03-08,Tape,51,8.52,434.52
2023-03-17,Markers,47,1.39,65.33
2023-05-14,Highlighter,76,5.58,424.08
2023-04-05,Calculator,1,8.76,8.76
2023-03-08,Pencil,3,2.25,6.75
2023-05-01,Tape,49,6.99,342.51
2023-01-11,Ruler,60,6.78,406.8
2023-05-13,Calculator,13,7.17,93.21
2023-01-25,Highlighter,50,7.05,352.5
2023-03-21,Tape,94,5.7,535.8
2023-02-19,Pen,70,9.08,635.6
2023-02-10,Ruler,46,7.51,345.46
2023-01-23,Pencil,97,2.24,217.28
2023-01-24,Calculator,56,9.24,517.44
2023-04-12,Markers,46,7.64,351.44
2023-05-03,Notebook,65,1.01,65.65
2023-03-19,Calculator,39,4.57,178.23
2023-01-11,Scissors,7,9.87,69.09
2023-02-06,Eraser,48,1.8,86.4
2023-01-05,Highlighter,100,9.05,905.0
2023-05-27,Tape,56,2.76,154.56
2023-04-14,Notebook,42,3.34,140.28
2023-05-08,Notebook,34,9.95,338.3
2023-01-19,Eraser,5,3.07,15.35
2023-05-28,Eraser,27,8.98,242.46
2023-03-31,Highlighter,13,5.48,71.24
2023-02-06,Paper Clips,75,6.84,513.0
2023-04-16,Paper Clips,66,6.88,454.08
2023-01-26,Highlighter,68,9.55,649.4
2023-01-25,Notebook,2,4.19,8.38
2023-01-19,Paper Clips,23,5.21,119.83
2023-04-06,Paper Clips,99,9.66,956.34
2023-04-29,Highlighter,18,1.72,30.96
2023-04-22,Highlighter,16,1.04,16.64
2023-02-08,Ruler,83,7.14,592.62
2023-04-23,Highlighter,81,4.63,375.03
2023-02-01,Scissors,83,1.39,115.37
2023-03-06,Notebook,13,1.1,14.3
2023-02-07,Stapler,99,5.64,558.36
2023-03-01,Pen,3,2.84,8.52
2023-01-29,Highlighter,83,6.09,505.47
2023-01-01,Pencil,67,2.58,172.86
2023-04-25,Tape,50,2.0,100.0
2023-03-20,Notebook,31,3.36,104.16
2023-01-26,Ruler,46,8.42,387.32
2023-05-23,Eraser,32,2.17,69.44
2023-01-08,Scissors,16,2.88,46.08
2023-03-04,Paper Clips,15,1.28,19.2
2023-02-16,Eraser,86,5.59,480.74
2023-02-09,Ruler,50,2.73,136.5
2023-04-29,Pen,57,2.06,117.42
2023-02-02,Tape,68,8.03,546.04
2023-05-21,Pencil,26,3.11,80.86
2023-05-24,Stapler,20,3.3,66.0
2023-04-14,Markers,15,3.58,53.7
2023-01-03,Markers,7,6.93,48.51
2023-01-01,Pen,95,7.15,679.25
2023-02-21,Eraser,80,9.08,726.4
2023-01-08,Paper Clips,46,3.5,161.0
2023-05-04,Paper Clips,2,3.27,6.54
2023-03-23,Scissors,15,5.88,88.2
2023-03-29,Eraser,39,4.36,170.04
2023-01-08,Paper Clips,7,1.2,8.4
2023-04-23,Markers,52,7.58,394.16
2023-02-24,Notebook,12,5.39,64.68
2023-04-04,Pen,16,8.34,133.44
2023-04-20,Tape,47,5.66,266.02
2023-02-13,Notebook,35,3.97,138.95
2023-05-27,Markers,33,3.88,128.04
2023-03-04,Pen,41,3.36,137.76
2023-03-16,Paper Clips,15,6.97,104.55
2023-03-07,Tape,90,9.52,856.8
2023-04-18,Tape,80,6.79,543.2
2023-01-09,Calculator,51,9.04,461.04
2023-04-13,Markers,36,2.61,93.96
2023-01-15,Tape,52,5.01,260.52
2023-05-19,Eraser,77,1.22,93.94
2023-01-12,Notebook,5,2.35,11.75
2023-04-26,Notebook,31,6.36,197.16
2023-03-12,Paper Clips,14,9.46,132.44
2023-05-15,Ruler,83,9.78,811.74
2023-02-13,Stapler,22,8.17,179.74
2023-03-31,Scissors,39,8.04,313.56
2023-02-16,Eraser,78,4.33,337.74
2023-01-20,Calculator,5,4.54,22.7
2023-01-16,Notebook,82,5.79,474.78
2023-05-02,Notebook,68,2.44,165.92
2023-05-15,Scissors,21,9.49,199.29
2023-04-15,Highlighter,60,3.96,237.6
2023-03-27,Tape,94,1.25,117.5
2023-02-05,Ruler,55,7.9,434.5
2023-05-16,Stapler,75,2.03,152.25
2023-04-13,Pencil,37,2.0,74.0
2023-03-13,Eraser,45,4.19,188.55
2023-04-08,Paper Clips,39,3.33,129.87
2023-05-10,Tape,34,3.97,134.98
2023-01-21,Eraser,78,6.33,493.74
2023-05-21,Notebook,49,4.04,197.96
2023-03-02,Tape,37,5.9,218.3
2023-01-13,Markers,38,7.04,267.52
2023-02-02,Highlighter,48,6.03,289.44
2023-02-18,Pencil,12,8.56,102.72
2023-04-02,Calculator,23,2.72,62.56
2023-03-01,Markers,85,3.61,306.85
2023-03-31,Pencil,23,8.69,199.87
2023-05-28,Eraser,77,7.71,593.67
2023-04-09,Paper Clips,84,3.76,315.84
2023-01-29,Markers,93,3.13,291.09
2023-05-08,Pen,7,7.2,50.4
2023-04-14,Ruler,71,5.6,397.6
2023-04-29,Notebook,37,5.75,212.75
2023-03-10,Calculator,97,4.98,483.06
2023-03-06,Pen,59,4.68,276.12
2023-04-06,Tape,25,1.99,49.75
2023-01-18,Pencil,80,7.5,600.0
2023-02-23,Paper Clips,40,5.37,214.8
2023-05-23,Eraser,61,8.93,544.73
2023-02-08,Stapler,18,7.04,126.72
2023-03-07,Eraser,50,7.09,354.5
2023-04-06,Scissors,70,4.45,311.5
2023-03-05,Notebook,56,9.08,508.48
2023-05-29,Stapler,13,2.56,33.28
2023-04-30,Eraser,30,6.85,205.5
2023-03-09,Calculator,21,9.38,196.98
2023-04-30,Calculator,14,7.92,110.88
2023-05-18,Ruler,18,9.33,167.94
2023-01-09,Scissors,32,1.28,40.96
2023-05-04,Ruler,50,9.09,454.5
2023-03-01,Pencil,17,2.42,41.14
2023-05-06,Markers,66,6.57,433.62
2023-01-30,Eraser,17,5.02,85.34
2023-02-19,Paper Clips,68,4.27,290.36
2023-03-07,Eraser,15,5.66,84.9
2023-01-16,Scissors,68,2.42,164.56
2023-01-17,Scissors,20,8.77,175.4
2023-01-17,Ruler,54,9.25,499.5
2023-02-23,Highlighter,17,4.31,73.27
2023-05-31,Notebook,21,2.17,45.57
2023-01-18,Tape,50,2.03,101.5
2023-01-19,Calculator,90,9.32,838.8
2023-03-21,Calculator,6,3.68,22.08
2023-04-07,Markers,18,4.87,87.66
2023-04-01,Paper Clips,72,6.55,471.6
2023-01-19,Pencil,11,7.95,87.45
2023-05-01,Paper Clips,5,4.19,20.95
2023-01-31,Notebook,54,9.17,495.18
2023-02-13,Tape,65,5.32,345.8
2023-04-14,Notebook,8,5.18,41.44
2023-05-10,Ruler,96,6.33,607.68
2023-05-10,Tape,18,5.58,100.44
2023-04-15,Pen,27,3.11,83.97
2023-04-10,Scissors,94,7.46,701.24
2023-05-10,Calculator,39,3.14,122.46
2023-03-03,Eraser,66,2.47,163.02
2023-03-08,Notebook,87,6.76,588.12
2023-04-24,Notebook,81,4.93,399.33
2023-05-27,Markers,36,1.71,61.56
2023-04-30,Ruler,69,3.28,226.32
2023-03-16,Ruler,66,2.46,162.36
2023-03-15,Eraser,6,7.88,47.28
2023-03-02,Calculator,94,1.16,109.04
2023-01-03,Paper Clips,95,8.84,839.8
2023-05-09,Ruler,58,1.52,88.16
2023-05-24,Tape,11,3.74,41.14
2023-02-20,Pencil,48,5.24,251.52
2023-02-16,Pen,98,9.21,902.58
2023-03-02,Paper Clips,81,3.63,294.03
2023-02-17,Ruler,77,9.55,735.35
2023-05-08,Ruler,21,9.51,199.71
2023-02-01,Paper Clips,40,4.23,169.2
2023-05-10,Paper Clips,3,1.74,5.22
2023-02-10,Paper Clips,84,8.06,677.04
2023-04-17,Notebook,13,8.39,109.07
2023-04-04,Highlighter,50,5.79,289.5
2023-04-17,Scissors,24,6.68,160.32
2023-02-28,Highlighter,71,3.7,262.7
2023-03-14,Calculator,26,6.29,163.54
2023-03-12,Pencil,16,3.14,50.24
2023-03-13,Tape,36,5.17,186.12
2023-01-01,Markers,11,2.73,30.03
2023-03-17,Notebook,31,5.84,181.04
2023-04-10,Pen,26,1.8,46.8
2023-02-22,Tape,93,3.35,311.55
2023-05-22,Tape,39,8.0,312.0
2023-01-06,Tape,59,2.53,149.27
2023-03-10,Ruler,63,7.02,442.26
2023-03-27,Pencil,33,5.08,167.64
2023-03-30,Eraser,13,1.11,14.43
2023-02-10,Ruler,82,8.79,720.78
2023-03-09,Pencil,85,3.3,280.5
2023-02-10,Scissors,86,8.76,753.36
2023-05-01,Scissors,1,9.3,9.3
2023-04-28,Highlighter,50,7.31,365.5
2023-04-30,Pencil,12,4.81,57.72
2023-05-29,Markers,32,2.2,70.4
2023-04-25,Notebook,46,1.69,77.74
2023-02-18,Pencil,92,8.35,768.2
2023-03-30,Tape,69,3.54,244.26
2023-05-15,Tape,84,7.04,591.36
2023-02-19,Scissors,35,8.87,310.45
2023-02-24,Ruler,11,9.18,100.98
2023-01-03,Ruler,68,1.04,70.72
2023-03-28,Pen,63,9.83,619.29
2023-03-23,Paper Clips,95,9.24,877.8
2023-05-22,Ruler,19,4.75,90.25
2023-04-19,Calculator,86,6.88,591.68
2023-01-04,Stapler,88,8.37,736.56
2023-05-13,Paper Clips,34,2.21,75.14
2023-03-03,Markers,72,8.54,614.88
2023-05-03,Eraser,27,5.39,145.53
2023-02-28,Ruler,13,3.49,45.37
2023-05-10,Pen,30,5.07,152.1
2023-03-11,Pencil,33,1.58,52.14
2023-04-11,Notebook,47,6.67,313.49
2023-04-27,Paper Clips,79,5.62,443.98
2023-03-14,Stapler,26,9.99,259.74
2023-05-31,Pen,39,2.88,112.32
2023-02-01,Stapler,61,2.55,155.55
2023-04-02,Pencil,41,6.33,259.53
2023-01-28,Eraser,93,2.58,239.94
2023-01-07,Pen,61,6.3,384.3
2023-02-11,Calculator,86,6.67,573.62
2023-02-16,Pencil,1,6.91,6.91
2023-04-26,Markers,3,2.68,8.04
2023-03-14,Calculator,74,8.1,599.4
2023-02-07,Highlighter,4,6.15,24.6
2023-03-09,Markers,41,5.64,231.24
2023-04-25,Stapler,72,7.18,516.96
2023-01-18,Tape,70,6.51,455.7
2023-01-28,Pencil,18,8.57,154.26
2023-04-27,Ruler,20,5.31,106.2
2023-03-13,Notebook,39,5.5,214.5
2023-01-20,Calculator,82,8.92,731.44
2023-01-12,Paper Clips,67,1.15,77.05
2023-03-12,Stapler,73,7.1,518.3
2023-03-02,Calculator,93,6.6,613.8
2023-04-01,Markers,28,1.8,50.4
2023-04-07,Highlighter,30,5.35,160.5
2023-02-20,Markers,32,9.25,296.0
2023-05-13,Highlighter,7,1.23,8.61
2023-01-02,Pen,27,7.34,198.18
2023-04-07,Calculator,65,3.7,240.5
2023-03-21,Notebook,35,4.95,173.25
2023-03-10,Ruler,82,1.11,91.02
2023-02-27,Eraser,64,3.07,196.48
2023-01-27,Markers,50,4.35,217.5
2023-05-03,Notebook,68,6.7,455.6
2023-05-09,Tape,92,6.74,620.08
2023-05-14,Scissors,61,6.12,373.32
2023-05-27,Tape,95,7.03,667.85
2023-02-20,Ruler,8,2.79,22.32
2023-01-18,Notebook,30,8.59,257.7
2023-02-08,Highlighter,16,8.33,133.28
2023-02-04,Markers,92,7.59,698.28
2023-05-19,Calculator,21,8.96,188.16
2023-02-13,Eraser,84,4.76,399.84
2023-02-07,Calculator,79,2.35,185.65
2023-01-16,Calculator,19,6.77,128.63
2023-03-01,Pen,17,9.73,165.41
2023-04-16,Eraser,17,3.99,67.83
2023-05-27,Pencil,66,4.74,312.84
2023-03-06,Calculator,58,3.03,175.74
2023-02-04,Stapler,99,4.08,403.92
2023-05-12,Markers,46,6.32,290.72
2023-04-01,Stapler,50,7.09,354.5
2023-05-30,Stapler,48,6.15,295.2
2023-02-25,Eraser,74,7.67,567.58
2023-05-02,Notebook,54,5.03,271.62
2023-03-25,Markers,71,2.77,196.67
2023-05-16,Eraser,47,1.17,54.99
2023-01-26,Markers,40,6.53,261.2
2023-03-24,Markers,40,2.33,93.2
2023-01-20,Markers,88,6.49,571.12
2023-03-09,Ruler,41,1.75,71.75
2023-04-22,Eraser,12,1.52,18.24
2023-02-10,Paper Clips,61,9.55,582.55
2023-04-17,Notebook,51,3.78,192.78
2023-04-19,Pen,84,7.97,669.48
2023-02-14,Markers,22,1.82,40.04
2023-01-03,Markers,38,1.84,69.92
2023-05-31,Pencil,41,7.23,296.43
2023-02-18,Paper Clips,46,6.75,310.5
2023-04-11,Scissors,64,6.71,429.44
2023-04-07,Scissors,18,7.59,136.62
2023-01-21,Pencil,35,3.72,130.2
2023-03-24,Scissors,92,2.07,190.44
2023-04-03,Pencil,84,8.3,697.2
2023-02-20,Markers,9,8.05,72.45
2023-02-09,Paper Clips,97,7.32,710.04
2023-05-14,Calculator,56,6.65,372.4
2023-03-16,Tape,35,7.13,249.55
2023-05-16,Notebook,75,4.31,323.25
2023-02-14,Scissors,9,4.59,41.31
2023-03-14,Pen,26,3.53,91.78
2023-01-07,Ruler,80,2.9,232.0
2023-04-19,Highlighter,12,4.34,52.08
2023-03-16,Pen,72,3.9,280.8
2023-04-13,Notebook,79,9.61,759.19
2023-02-19,Ruler,83,4.06,336.98
2023-03-20,Highlighter,66,4.17,275.22
2023-05-09,Tape,15,4.12,61.8
2023-03-21,Tape,12,8.13,97.56
2023-05-12,Eraser,16,5.43,86.88
2023-03-11,Stapler,29,8.76,254.04
2023-01-30,Notebook,56,6.18,346.08
2023-05-17,Eraser,42,4.35,182.7
2023-05-10,Tape,19,4.43,84.17
2023-05-03,Calculator,81,8.57,694.17
2023-03-19,Calculator,48,9.39,450.72
2023-02-02,Ruler,70,9.07,634.9
2023-04-27,Markers,89,4.62,411.18
2023-01-02,Ruler,9,2.19,19.71
2023-05-15,Scissors,85,8.34,708.9
2023-03-27,Notebook,90,7.12,640.8
2023-05-16,Paper Clips,68,9.68,658.24
2023-03-27,Pencil,50,8.58,429.0
2023-02-28,Scissors,72,6.42,462.24
2023-02-24,Notebook,6,9.75,58.5
2023-01-15,Highlighter,75,2.77,207.75
2023-02-05,Markers,68,2.68,182.24
2023-02-26,Paper Clips,65,2.12,137.8
2023-01-08,Highlighter,21,8.02,168.42
2023-01-19,Highlighter,43,4.52,194.36
2023-04-08,Stapler,66,5.61,370.26
2023-04-07,Tape,45,3.79,170.55
2023-05-04,Paper Clips,86,4.43,380.98
2023-04-06,Eraser,61,5.41,330.01
2023-02-20,Notebook,35,4.01,140.35
2023-05-14,Pen,42,2.61,109.62
2023-01-24,Paper Clips,83,1.95,161.85
2023-04-19,Calculator,21,8.77,184.17
2023-05-11,Scissors,7,4.62,32.34
2023-01-23,Scissors,50,6.93,346.5
2023-04-07,Highlighter,32,7.88,252.16
2023-01-09,Highlighter,65,7.64,496.6
2023-01-15,Pencil,48,5.31,254.88
2023-03-25,Highlighter,81,4.2,340.2
2023-03-26,Highlighter,67,2.5,167.5
2023-01-14,Pencil,69,2.25,155.25
2023-04-13,Tape,22,9.17,201.74
2023-05-24,Pencil,18,3.51,63.18
2023-01-08,Tape,55,2.93,161.15
2023-02-27,Paper Clips,62,2.8,173.6
2023-04-19,Scissors,20,7.58,151.6
2023-04-04,Ruler,73,9.56,697.88
2023-01-26,Scissors,23,1.24,28.52
2023-04-28,Notebook,77,7.06,543.62
2023-05-03,Highlighter,88,1.97,173.36
2023-03-27,Paper Clips,2,3.73,7.46
2023-03-19,Highlighter,26,6.43,167.18
2023-05-30,Scissors,76,2.84,215.84
2023-05-01,Ruler,64,5.25,336.0
2023-03-20,Paper Clips,87,2.03,176.61
2023-04-30,Pencil,23,8.24,189.52
2023-03-11,Pen,68,7.98,542.64
2023-03-29,Scissors,18,6.51,117.18
2023-04-14,Paper Clips,77,3.37,259.49
2023-03-08,Paper Clips,88,8.86,779.68
2023-04-19,Tape,71,2.1,149.1
2023-01-28,Stapler,52,1.22,63.44
2023-02-07,Highlighter,46,4.06,186.76
2023-05-23,Pencil,23,3.65,83.95
2023-02-25,Pen,57,5.46,311.22
2023-01-20,Pencil,47,2.94,138.18
2023-02-16,Markers,16,1.95,31.2
2023-01-01,Calculator,57,7.56,430.92
2023-05-09,Paper Clips,39,9.46,368.94
2023-02-16,Ruler,94,4.43,416.42
2023-04-04,Ruler,86,8.78,755.08
2023-01-26,Markers,93,6.57,611.01
2023-02-16,Highlighter,27,8.2,221.4
2023-03-25,Ruler,85,3.97,337.45
2023-05-13,Stapler,54,1.05,56.7
2023-02-09,Highlighter,74,6.64,491.36
2023-03-16,Stapler,91,2.02,183.82
2023-02-17,Calculator,9,8.82,79.38
2023-03-02,Calculator,41,6.77,277.57
2023-03-23,Notebook,68,7.64,519.52
2023-01-21,Eraser,27,8.6,232.2
2023-01-18,Tape,86,5.37,461.82
2023-04-19,Pen,91,6.16,560.56
2023-02-10,Tape,97,9.81,951.57
2023-01-22,Markers,46,6.46,297.16
2023-05-06,Pencil,88,9.45,831.6
2023-02-24,Scissors,44,6.12,269.28
2023-04-14,Notebook,61,7.36,448.96
2023-05-04,Highlighter,62,8.54,529.48
2023-05-07,Markers,64,6.37,407.68
2023-04-12,Tape,13,7.02,91.26
2023-05-14,Highlighter,48,5.9,283.2
2023-03-19,Scissors,78,5.29,412.62
2023-03-03,Scissors,14,1.16,16.24
2023-03-08,Paper Clips,74,4.36,322.64
2023-05-11,Pencil,82,9.46,775.72
2023-01-24,Calculator,17,9.81,166.77
2023-05-03,Paper Clips,87,9.35,813.45
2023-03-21,Scissors,5,1.64,8.2
2023-01-11,Scissors,39,1.63,63.57
2023-03-12,Markers,85,6.97,592.45
2023-03-13,Calculator,48,2.34,112.32
2023-04-09,Notebook,79,6.89,544.31
2023-01-31,Stapler,28,8.93,250.04
2023-04-18,Stapler,77,9.95,766.15
2023-05-17,Notebook,28,6.73,188.44
2023-05-13,Ruler,51,3.59,183.09
2023-05-29,Markers,60,5.67,340.2
2023-02-17,Stapler,96,9.77,937.92
2023-02-06,Pencil,18,6.93,124.74
2023-04-10,Pen,65,3.02,196.3
2023-02-11,Pen,14,1.6,22.4
2023-03-06,Stapler,2,9.75,19.5
2023-04-17,Notebook,54,2.98,160.92
2023-05-10,Paper Clips,23,9.89,227.47
2023-01-07,Paper Clips,17,9.43,160.31
2023-04-28,Paper Clips,1,9.49,9.49
2023-01-19,Markers,5,9.9,49.5
2023-05-19,Pen,19,5.18,98.42
2023-03-29,Highlighter,74,8.33,616.42
2023-02-01,Pencil,77,4.58,352.66
2023-01-18,Highlighter,32,8.54,273.28
2023-02-12,Ruler,95,5.63,534.85
2023-02-26,Markers,15,5.33,79.95
2023-03-01,Scissors,87,6.17,536.79
2023-05-31,Eraser,10,7.99,79.9
2023-05-04,Calculator,78,3.5,273.0
2023-02-18,Stapler,57,4.13,235.41
2023-04-04,Markers,16,8.08,129.28
2023-04-16,Stapler,85,1.2,102.0
2023-05-02,Scissors,45,5.67,255.15
2023-04-30,Markers,89,5.54,493.06
2023-01-30,Tape,25,3.42,85.5
2023-05-07,Markers,66,4.54,299.64
2023-03-10,Pen,54,1.86,100.44
2023-03-31,Highlighter,57,5.0,285.0
2023-01-27,Paper Clips,59,1.94,114.46
2023-04-04,Pen,59,8.93,526.87
2023-02-12,Pen,32,8.3,265.6
2023-02-18,Eraser,26,5.49,142.74
2023-01-23,Ruler,84,3.21,269.64
2023-04-12,Calculator,30,2.18,65.4
2023-03-27,Markers,86,3.57,307.02
2023-01-20,Stapler,100,4.99,499.0
2023-01-24,Paper Clips,7,5.18,36.26
2023-04-10,Highlighter,69,7.83,540.27
2023-02-28,Calculator,78,9.6,748.8
2023-02-11,Notebook,79,4.34,342.86
2023-05-23,Stapler,8,1.7,13.6
2023-02-26,Paper Clips,95,7.7,731.5
2023-03-15,Paper Clips,11,3.84,42.24
2023-03-12,Ruler,36,1.2,43.2
2023-05-06,Highlighter,92,6.87,632.04
2023-03-01,Markers,56,3.81,213.36
2023-01-13,Tape,28,4.97,139.16
2023-03-15,Notebook,69,6.47,446.43
2023-04-08,Highlighter,54,3.36,181.44
2023-05-21,Eraser,65,2.13,138.45
2023-03-30,Paper Clips,43,4.02,172.86
2023-04-15,Stapler,24,1.54,36.96
2023-03-27,Stapler,72,6.94,499.68
2023-04-16,Tape,19,9.68,183.92
2023-02-17,Pencil,72,3.71,267.12
2023-01-07,Eraser,13,8.81,114.53
2023-05-10,Tape,13,3.61,46.93
2023-01-02,Paper Clips,78,3.15,245.7
2023-02-13,Calculator,44,5.03,221.32
2023-05-17,Highlighter,35,2.0,70.0
2023-03-17,Scissors,58,8.04,466.32
2023-04-05,Scissors,13,4.51,58.63
2023-04-17,Pencil,45,3.76,169.2
2023-05-27,Markers,3,7.63,22.89
2023-05-26,Eraser,57,1.14,64.98
2023-01-21,Calculator,100,6.5,650.0
2023-03-06,Pencil,31,8.73,270.63
2023-03-26,Scissors,1,7.63,7.63
2023-01-10,Stapler,80,1.54,123.2
2023-01-02,Highlighter,18,1.38,24.84
2023-02-24,Markers,31,1.81,56.11
2023-03-21,Tape,94,2.2,206.8
2023-01-21,Pencil,63,5.97,376.11
2023-03-29,Tape,16,1.88,30.08
2023-05-16,Paper Clips,34,5.48,186.32
2023-01-01,Eraser,22,3.23,71.06
2023-01-08,Paper Clips,18,3.54,63.72
2023-03-24,Ruler,19,6.24,118.56
2023-02-12,Highlighter,83,7.67,636.61
2023-04-26,Markers,25,9.31,232.75
2023-02-06,Highlighter,18,7.13,128.34
2023-04-20,Markers,96,4.18,401.28
2023-04-07,Scissors,99,8.21,812.79
2023-04-13,Tape,99,2.25,222.75
2023-04-09,Tape,75,4.59,344.25
2023-01-07,Markers,33,4.15,136.95
2023-04-14,Pencil,8,9.26,74.08
2023-03-02,Markers,87,7.47,649.89
2023-03-02,Highlighter,82,6.27,514.14
2023-05-26,Tape,76,2.51,190.76
2023-05-28,Pencil,71,9.7,688.7
2023-05-03,Tape,9,2.94,26.46
2023-05-06,Tape,38,8.92,338.96
2023-05-22,Tape,58,4.68,271.44
2023-05-01,Calculator,65,8.68,564.2
2023-01-10,Eraser,24,2.42,58.08
